date,famille_transport,ligne,incidents
2019-10-18,transilien,J,['Grève sans préavis']
2019-10-18,transilien,K,['Grève sans préavis']
2019-10-18,transilien,L,['Grève sans préavis']
2019-10-18,transilien,N,"['Grève sans préavis', 'Bagage oublié suspect à Versailles-Chantiers', 'Ralentissement pour travaux à St-Cyr']"
2019-10-18,transilien,P,
2019-10-18,transilien,R,['Grève sans préavis']
2019-10-18,transilien,U,"['Grève sans préavis', 'Bagage oublié suspect à Versailles-Chantiers', 'Ralentissement pour travaux à St-Cyr']"
2019-10-18,transilien,T4,
2019-10-18,transilien,T11,"[""Panne d'une rame""]"
2019-10-18,ter,Grand Est,
2019-10-18,ter,Nouvelle-Aquitaine,['Grève sans préavis']
2019-10-18,ter,Auvergne-Rhône-Alpes,['Grève sans préavis']
2019-10-18,ter,Bourgogne-Franche-Comté,['Grève sans préavis']
2019-10-18,ter,Bretagne,['Grève sans préavis']
2019-10-18,ter,Centre-Val de Loire,['Grève sans préavis']
2019-10-18,ter,Occitanie,['Grève sans préavis']
2019-10-18,ter,Hauts-de-France,['Grève sans préavis']
2019-10-18,ter,Normandie,['Grève sans préavis']
2019-10-18,ter,Pays de la Loire,
2019-10-18,ter,Provence-Alpes-Côte d'Azur,['Grève sans préavis']
2019-10-18,tgv,nord,['Grève sans préavis']
2019-10-18,tgv,est,['Grève sans préavis']
2019-10-18,tgv,atlantique,['Grève sans préavis']
2019-10-18,tgv,sudest,['Grève sans préavis']
2019-10-18,tgv,ouigo,['Grève sans préavis']
2019-10-18,tgv,europe,['Grève sans préavis']
2019-10-18,intercites,Paris-Limoges-Toulouse,['Grève sans préavis']
2019-10-18,intercites,Paris-Clermont,['Grève sans préavis']
2019-10-18,intercites,Bordeaux-Marseille,['Conséquences de la grève nationale sans préavis']
2019-10-18,intercites,Nantes-Bordeaux,['Grève sans préavis']
2019-10-18,intercites,Nantes-Lyon,['Grève sans préavis']
2019-10-18,intercites,Toulouse-Bayonne,
2019-10-18,intercites,Clermont-Béziers,['Grève sans préavis']
2019-10-18,intercites,Paris-Caen-Cherbourg Trouville/Deauville,['Grève sans préavis']
2019-10-18,intercites,Paris-Rouen-Le Havre,['Grève sans préavis']
2019-10-18,intercites,Paris-Granville,['Grève sans préavis']
2019-10-18,intercites,Caen-Le Mans-Tours,['Grève sans préavis']
2019-10-18,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Grève sans préavis']
2019-10-18,intercites,Paris-Briançon,['Grève sans préavis']
2019-10-19,transilien,A,
2019-10-19,transilien,B,['Grève sans préavis']
2019-10-19,transilien,C,"['Grève sans préavis', 'Bagage oublié à Versailles-Chantiers.']"
2019-10-19,transilien,D,['Grève sans préavis']
2019-10-19,transilien,E,
2019-10-19,transilien,H,['Grève sans préavis']
2019-10-19,transilien,J,['Grève sans préavis']
2019-10-19,transilien,K,['Grève sans préavis']
2019-10-19,transilien,L,['Grève sans préavis']
2019-10-19,transilien,N,
2019-10-19,transilien,P,
2019-10-19,transilien,R,['Grève sans préavis']
2019-10-19,transilien,U,['Grève sans préavis']
2019-10-19,transilien,T4,"[""Travaux jusqu'au Lu 3 novembre""]"
2019-10-19,transilien,T11,
2019-10-19,ter,Grand Est,
2019-10-19,ter,Nouvelle-Aquitaine,['Grève sans préavis']
2019-10-19,ter,Auvergne-Rhône-Alpes,['Grève sans préavis']
2019-10-19,ter,Bourgogne-Franche-Comté,['Grève sans préavis']
2019-10-19,ter,Bretagne,['Grève sans préavis']
2019-10-19,ter,Centre-Val de Loire,['Grève sans préavis']
2019-10-19,ter,Occitanie,['Grève sans préavis']
2019-10-19,ter,Hauts-de-France,['Grève sans préavis']
2019-10-19,ter,Normandie,['Grève sans préavis']
2019-10-19,ter,Pays de la Loire,
2019-10-19,ter,Provence-Alpes-Côte d'Azur,['Grève sans préavis']
2019-10-19,tgv,nord,['Grève sans préavis']
2019-10-19,tgv,est,['Grève sans préavis']
2019-10-19,tgv,atlantique,['Grève sans préavis']
2019-10-19,tgv,sudest,['Grève sans préavis']
2019-10-19,tgv,ouigo,['Grève sans préavis']
2019-10-19,tgv,europe,
2019-10-19,intercites,Paris-Limoges-Toulouse,['Grève sans préavis']
2019-10-19,intercites,Paris-Clermont,['Grève sans préavis']
2019-10-19,intercites,Bordeaux-Marseille,['Grève sans préavis']
2019-10-19,intercites,Nantes-Bordeaux,['Grève sans préavis']
2019-10-19,intercites,Nantes-Lyon,['Grève sans préavis']
2019-10-19,intercites,Toulouse-Bayonne,['Grève sans préavis']
2019-10-19,intercites,Clermont-Béziers,['Grève sans préavis']
2019-10-19,intercites,Paris-Caen-Cherbourg Trouville/Deauville,['Grève sans préavis']
2019-10-19,intercites,Paris-Rouen-Le Havre,['Grève sans préavis']
2019-10-19,intercites,Paris-Granville,['Grève sans préavis']
2019-10-19,intercites,Caen-Le Mans-Tours,['Grève sans préavis']
2019-10-19,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Grève sans préavis']
2019-10-19,intercites,Paris-Briançon,['Grève sans préavis']
2019-10-20,transilien,A,
2019-10-20,transilien,B,['Grève sans préavis']
2019-10-20,transilien,C,['Reprise progressive du trafic après la grève sans préavis']
2019-10-20,transilien,D,['Reprise progressive du trafic après la grève sans préavis']
2019-10-20,transilien,E,
2019-10-20,transilien,H,
2019-10-20,transilien,J,
2019-10-20,transilien,K,['Reprise progressive du trafic après la grève sans préavis']
2019-10-20,transilien,L,
2019-10-20,transilien,N,
2019-10-20,transilien,P,
2019-10-20,transilien,R,['Reprise progressive du trafic après la grève sans préavis']
2019-10-20,transilien,U,
2019-10-20,transilien,T4,"[""Travaux jusqu'au lundi 3 novembre""]"
2019-10-20,transilien,T11,
2019-10-20,ter,Grand Est,
2019-10-20,ter,Nouvelle-Aquitaine,['Grève sans préavis']
2019-10-20,ter,Auvergne-Rhône-Alpes,['Grève sans préavis']
2019-10-20,ter,Bourgogne-Franche-Comté,['Grève sans préavis']
2019-10-20,ter,Bretagne,
2019-10-20,ter,Centre-Val de Loire,['Grève sans préavis']
2019-10-20,ter,Occitanie,['Grève sans préavis']
2019-10-20,ter,Hauts-de-France,
2019-10-20,ter,Normandie,['Grève sans préavis']
2019-10-20,ter,Pays de la Loire,
2019-10-20,ter,Provence-Alpes-Côte d'Azur,['Grève sans préavis']
2019-10-20,tgv,nord,['Grève sans préavis']
2019-10-20,tgv,est,
2019-10-20,tgv,atlantique,['Grève sans préavis']
2019-10-20,tgv,sudest,
2019-10-20,tgv,ouigo,['Grève sans préavis']
2019-10-20,tgv,europe,
2019-10-20,intercites,Paris-Limoges-Toulouse,['Grève sans préavis']
2019-10-20,intercites,Paris-Clermont,['Grève sans préavis']
2019-10-20,intercites,Bordeaux-Marseille,['Grève sans préavis']
2019-10-20,intercites,Nantes-Bordeaux,['Grève sans préavis']
2019-10-20,intercites,Nantes-Lyon,['Grève sans préavis']
2019-10-20,intercites,Toulouse-Bayonne,['Grève sans préavis']
2019-10-20,intercites,Clermont-Béziers,['Grève sans préavis']
2019-10-20,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Grève sans préavis', ""Défaut d'alimentation électrique à Caen""]"
2019-10-20,intercites,Paris-Rouen-Le Havre,
2019-10-20,intercites,Paris-Granville,['Grève sans préavis']
2019-10-20,intercites,Caen-Le Mans-Tours,['Grève sans préavis']
2019-10-20,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Grève sans préavis']
2019-10-20,intercites,Paris-Briançon,['Grève sans préavis']
2019-10-21,transilien,A,"[""Signal d'alarme sur un train à Nanterre-Préfecture.""]"
2019-10-21,transilien,B,"[""Chute d'une personne sur la voie à Cité-Universitaire (RATP)."", ""Panne d'une rame entre Mitry-Claye et Le Bourget.""]"
2019-10-21,transilien,C,"['Accident de personne à Issy-Val-de-Seine.', ""Intrusion d'une personne sur les voies à Ivry-sur-Seine."", 'Panne sur un passage à niveau (restant fermé) à Massy-Verrières.']"
2019-10-21,transilien,D,"['Conséquences des retards sur RER B.', 'Pannes de rames à Garges, Gare de Lyon, Bras de Fer, Corbeil, Malesherbes.']"
2019-10-21,transilien,E,
2019-10-21,transilien,H,"[""Mise en place d'une signalisation de chantier à St-Denis."", 'Personnes sur les voies à Frépillon.']"
2019-10-21,transilien,J,['Mouvement social local.']
2019-10-21,transilien,K,['Panne de la signalisation à Ormoy-Villers.']
2019-10-21,transilien,L,
2019-10-21,transilien,N,['Conséquences des retards du RER C dans le secteur de Versailles.']
2019-10-21,transilien,P,
2019-10-21,transilien,R,
2019-10-21,transilien,U,
2019-10-21,transilien,T4,"[""Travaux jusqu'au lundi 3 novembre.""]"
2019-10-21,transilien,T11,"[""Incidents d'exploitation divers.""]"
2019-10-21,ter,Grand Est,
2019-10-21,ter,Nouvelle-Aquitaine,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,ter,Auvergne-Rhône-Alpes,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,ter,Bourgogne-Franche-Comté,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,ter,Bretagne,
2019-10-21,ter,Centre-Val de Loire,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,ter,Occitanie,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,ter,Hauts-de-France,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,ter,Normandie,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,ter,Pays de la Loire,
2019-10-21,ter,Provence-Alpes-Côte d'Azur,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,tgv,nord,"['Accident de personne à Hattencourt.', 'Heurt de sanglier à Quilleval.', ""Heurt d'une biche à Messy.""]"
2019-10-21,tgv,est,"[""Panne d'un train à Voiron.""]"
2019-10-21,tgv,atlantique,"['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).', 'Panne de signalisation à Nantes.']"
2019-10-21,tgv,sudest,"[""Limitations temporaires de vitesse suite à des travaux dans le secteur d'Avignon.""]"
2019-10-21,tgv,ouigo,"[""Heurt d'une biche à Messy."", 'Accident de personne à Hattencourt.']"
2019-10-21,tgv,europe,
2019-10-21,intercites,Paris-Limoges-Toulouse,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,intercites,Paris-Clermont,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,intercites,Bordeaux-Marseille,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,intercites,Nantes-Bordeaux,['Grève sans préavis : aucune circulation.']
2019-10-21,intercites,Nantes-Lyon,['Grève sans préavis : aucune circulation']
2019-10-21,intercites,Toulouse-Bayonne,
2019-10-21,intercites,Clermont-Béziers,['Reprise progressive après la grève sans préavis (remise en place des trains et réaffectation des conducteurs et des contrôleurs sur ces trains).']
2019-10-21,intercites,Paris-Caen-Cherbourg Trouville/Deauville,['Mouvement social régional : des arrêts commerciaux supplémentaires sont accordés']
2019-10-21,intercites,Paris-Rouen-Le Havre,['Mouvement social régional : des arrêts commerciaux supplémentaires sont accordés.']
2019-10-21,intercites,Paris-Granville,
2019-10-21,intercites,Caen-Le Mans-Tours,['Mouvement social régional : des arrêts commerciaux supplémentaires sont accordés.']
2019-10-21,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Grève sans préavis : aucune circulation.']
2019-10-21,intercites,Paris-Briançon,['Travaux sur la ligne : aucune circulation.']
2019-10-22,transilien,A,"[""Panne d'un engin de travaux à Noisiel."", 'Panne de signalisation à Vincennes.', 'Malaise voyageur à Châtelet.', 'Présence de personne sur les voies à Auber.']"
2019-10-22,transilien,B,"[""Panne d'un train à Châtelet."", 'Accident de personne à Villeparisis.']"
2019-10-22,transilien,C,"[""Présence d'une personne sur les voies entre Porchefontaine et Viroflay Rive Gauche."", 'Panne de signalisation à Issy Val de Seine.']"
2019-10-22,transilien,D,"['Panne de signalisation à St Denis.', 'Bagage abandonné dans un train à Pierrefitte.', ""Panne d'un aiguillage à Corbeil.""]"
2019-10-22,transilien,E,"[""Panne d'un aiguillage à Vaires."", 'Malaise voyageur dans un train à Pantin.']"
2019-10-22,transilien,H,"[""Panne d'un train à Champ de Courses d'Enghien."", 'Panne de signalisation à Ermont Eaubonne.']"
2019-10-22,transilien,J,"['Panne de signalisation à La Frette Montigny.', ""Signal d'alarme sans motif dans un train à Argenteuil.""]"
2019-10-22,transilien,K,['Malaise voyageur dans un train à Dammartin.']
2019-10-22,transilien,L,
2019-10-22,transilien,N,"[""Présence d'une personne dans les voies entre Porchefontaine et Viroflay Rive Gauche.""]"
2019-10-22,transilien,P,"[""Prolongation des travaux à Nangis suite à la panne d'un train de travaux."", 'Malaise voyageur à Pantin.']"
2019-10-22,transilien,R,"[""Panne d'un aiguillage à Corbeil."", ""Prolongation des travaux à Montargis suite à la panne d'un train de travaux."", ""Attente du passage d'un train TER à Motereau.""]"
2019-10-22,transilien,U,"[""Présence d'une personne sur les voies entre Porchefontaine et Viroflay Rive Gauche.""]"
2019-10-22,transilien,T4,"[""Travaux jusqu'au lundi 3 novembre.""]"
2019-10-22,transilien,T11,['Absence de conducteur et indisponibilité de rame.']
2019-10-22,ter,Grand Est,
2019-10-22,ter,Nouvelle-Aquitaine,
2019-10-22,ter,Auvergne-Rhône-Alpes,"['Ralentissements suite à des travaux à Lentilly-Charpenay (26 TER impactés).', ""Perte de la télécommande d'un poste suite à un problème sur le câble télécom entre St-Romain-en-Gier et Givors (22 trains impactes)""]"
2019-10-22,ter,Bourgogne-Franche-Comté,"['Restitution tardive de travaux à Montargis (10 TER impactés).', 'Panne de signalisation à Paris-sud-Est (6 TER impactés).']"
2019-10-22,ter,Bretagne,"[""Panne d'un train à Pontchaillou (13 TER impactés).""]"
2019-10-22,ter,Centre-Val de Loire,"['Ralentissement des trains suite à un brouillard épais en plaine de Beauce (9 TER impactés).', 'Incident caténaire à Rouvray (5 TER impactés).']"
2019-10-22,ter,Occitanie,"['Accident de personne à Frontignan (18 TER impactés).', 'Ralentissements suite à des travaux à Montpellier-St-Roch (10 TER impactés).']"
2019-10-22,ter,Hauts-de-France,"[""Panne d'un train à Paris-Nord (21 TER impactés)."", 'Forte affluence de voyageurs en gare de Longueau (8 TER impactés).']"
2019-10-22,ter,Normandie,
2019-10-22,ter,Pays de la Loire,
2019-10-22,ter,Provence-Alpes-Côte d'Azur,"['Ralentissements suite à des travaux à Bandol (36 TER impactés).', 'Incident caténaire à Abeille suite aux intempéries (28 TER impactés).']"
2019-10-22,tgv,nord,
2019-10-22,tgv,est,['Colis suspect à Paris-Est (2 TGV impactés).']
2019-10-22,tgv,atlantique,['Incident caténaire à Courtalain (49 TGV impactés).']
2019-10-22,tgv,sudest,"['Panne de signalisation au Châtelet (11 TGV impactés).', ""Dérangement d'installation à Montpellier (7 trains)."", 'Accident de personne à Vic-Mireval (7 TGV impactés).', 'Foudre tombée sur les installations électriques à Marseille (6 TGV impactés).']"
2019-10-22,tgv,ouigo,"['Incident caténaire à Rouvray (4 OUIGO impactés).', 'Panne de signalisation au Châtelet (4 OUIGO impactés).']"
2019-10-22,tgv,europe,"['Panne de signalisation au Châtelet (2 TGV impactés).', 'Accident de personne à Vic-Mireval (7 TGV impactés).', 'Foudre tombée sur les installations électriques à Marseille (6 TGV impactés).']"
2019-10-22,intercites,Paris-Limoges-Toulouse,"[""Panne d'un train à Paris-Austerlitz."", 'Heurt de chèvres entre La Souterraine et Argenton sur Creuse.', ""Panne d'un aiguillage à Toury.""]"
2019-10-22,intercites,Paris-Clermont,['Travaux sur la voie restitués tardivement entre Montargis et Cosne.']
2019-10-22,intercites,Bordeaux-Marseille,"['Accident de personne à Vic-Mireval.', 'Foudre tombée sur les installations électriques à Marseille.']"
2019-10-22,intercites,Nantes-Bordeaux,
2019-10-22,intercites,Nantes-Lyon,['Grève sans préavis : aucune circulation.']
2019-10-22,intercites,Toulouse-Bayonne,['Panne sur un train de marchandises à Montréjeau.']
2019-10-22,intercites,Clermont-Béziers,
2019-10-22,intercites,Paris-Caen-Cherbourg Trouville/Deauville,['Mises à disposition retardées de matériels à Paris St Lazare.']
2019-10-22,intercites,Paris-Rouen-Le Havre,
2019-10-22,intercites,Paris-Granville,"[""Panne sur un passage à niveau près d'Argentan.""]"
2019-10-22,intercites,Caen-Le Mans-Tours,['Arrêts supplémentaires commerciaux accordés suite à la poursuite de la grève sans préavis sur la région Pays de Loire.']
2019-10-22,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-10-22,intercites,Paris-Briançon,['Travaux de modernisation des voies : aucune circulation.']
2019-10-24,transilien,A,"['Accident grave de personne à Rueil-Malmaison', ""Panne d'aiguillage à Cergy-St-Christophe""]"
2019-10-24,transilien,B,
2019-10-24,transilien,C,
2019-10-24,transilien,D,
2019-10-24,transilien,E,"['Plusieurs bagages abandonnés dans un train à Magenta', ""Signal d'alarme sans motif dans un train au départ de Magenta"", 'Panne de signalisation à Haussmann']"
2019-10-24,transilien,H,"[""Panne d'un train à Epinay Villetaneuse""]"
2019-10-24,transilien,J,['Panne de signalisation à Paris-Batignolles']
2019-10-24,transilien,K,
2019-10-24,transilien,L,
2019-10-24,transilien,N,
2019-10-24,transilien,P,
2019-10-24,transilien,R,"['Acte de malveillance avec jets de pierre au passage des trains avant Fontainebleau', ""Panne d'un train à Thomery""]"
2019-10-24,transilien,U,
2019-10-24,transilien,T4,"[""Travaux jusqu'au lundi 3 novembre.""]"
2019-10-24,transilien,T11,
2019-10-24,ter,Grand Est,
2019-10-24,ter,Nouvelle-Aquitaine,"['Panne de signalisation à Gazinet, dûe aux intempéries (15 TER impactés)', 'Incident caténaire à Blanquefort (6 TER impactés)', 'Panne matériel sur un train à Libourne (6 TER impactés)']"
2019-10-24,ter,Auvergne-Rhône-Alpes,
2019-10-24,ter,Bourgogne-Franche-Comté,"['Jet de pierre sur un train à Fontainebleau-Avon (13 TER impactés)', 'Panne matériel sur un train (Transilien) en gare de Thomery (8 TER impactés)']"
2019-10-24,ter,Bretagne,
2019-10-24,ter,Centre-Val de Loire,
2019-10-24,ter,Occitanie,
2019-10-24,ter,Hauts-de-France,"['Panne matériel sur un train à Thiennes suite à une avarie au poste de conduite (20 TER impactés)', 'Panne de signalisation à Haubourdin (21 TER impactés)', 'Panne matériel sur un train au départ de Lille-Flandres (7 TER impactés)']"
2019-10-24,ter,Normandie,
2019-10-24,ter,Pays de la Loire,
2019-10-24,ter,Provence-Alpes-Côte d'Azur,['Ralentissement des trains suite aux travaux de Bandol (63 TER impactés)']
2019-10-24,tgv,nord,
2019-10-24,tgv,est,
2019-10-24,tgv,atlantique,"[""Dérangement d'installation à Vars (14 trains)"", ""Dérangement d'installation à La Possonière (5 trains)""]"
2019-10-24,tgv,sudest,
2019-10-24,tgv,ouigo,
2019-10-24,tgv,europe,
2019-10-24,intercites,Paris-Limoges-Toulouse,"['Intervention de la Police à Limoges pour un pickpocket', 'Panne de signalisation entre Uzerche et Masseret', 'Vitesses limitées en raison de conditions météo rendant le rail glissant']"
2019-10-24,intercites,Paris-Clermont,"[""Un camion a cassé les barrières d'un passage à niveau à Souppes"", ""Conséquences d'un caillassage d'un TER à Fontainebleau"", ""Panne d'un Transilien à Thomery""]"
2019-10-24,intercites,Bordeaux-Marseille,
2019-10-24,intercites,Nantes-Bordeaux,
2019-10-24,intercites,Nantes-Lyon,
2019-10-24,intercites,Toulouse-Bayonne,
2019-10-24,intercites,Clermont-Béziers,['Attente correspondance à Clermont-Ferrand']
2019-10-24,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Panne matérielle avant Caen', 'Mises à quai tardives à Paris-St-Lazare']"
2019-10-24,intercites,Paris-Rouen-Le Havre,
2019-10-24,intercites,Paris-Granville,
2019-10-24,intercites,Caen-Le Mans-Tours,"['Mise à quai tardive au Mans', 'Déformation de la voie entre Le Mans et Alençon']"
2019-10-24,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-10-24,intercites,Paris-Briançon,['Travaux de modernisation des voies : pas de circulation']
2019-10-27,transilien,A,
2019-10-27,transilien,B,
2019-10-27,transilien,C,
2019-10-27,transilien,D,
2019-10-27,transilien,E,
2019-10-27,transilien,H,"[""Retards suite aux travaux d'accessibilité de la gare de St Denis"", ""Panne d'un train à Bessancourt""]"
2019-10-27,transilien,J,"[""Panne d'alimentation électrique dans le secteur de Boissy"", 'Panne du passage à niveau de Boissy']"
2019-10-27,transilien,K,
2019-10-27,transilien,L,
2019-10-27,transilien,N,
2019-10-27,transilien,P,
2019-10-27,transilien,R,
2019-10-27,transilien,U,
2019-10-27,transilien,T4,"[""Travaux jusqu'au lundi 3 novembre.""]"
2019-10-27,transilien,T11,['Absence de personnels']
2019-10-27,ter,Grand Est,
2019-10-27,ter,Nouvelle-Aquitaine,
2019-10-27,ter,Auvergne-Rhône-Alpes,
2019-10-27,ter,Bourgogne-Franche-Comté,['Panne de signalisation à Cosne sur Loire (6 trains impactés)']
2019-10-27,ter,Bretagne,"[""Heurt d'un sanglier par un train à Avessac (7 TER impactés)""]"
2019-10-27,ter,Centre-Val de Loire,
2019-10-27,ter,Occitanie,['Incident caténaire à Portet St Simon (6 trains impactés)']
2019-10-27,ter,Hauts-de-France,
2019-10-27,ter,Normandie,"[""Plusieurs pannes de signalisation au Havre, suite à rupture d'un câble électrique (10 trains impactés).""]"
2019-10-27,ter,Pays de la Loire,
2019-10-27,ter,Provence-Alpes-Côte d'Azur,['Ralentissement suite à travaux sur les voies à Bandol (40 trains impactés).']
2019-10-27,tgv,nord,['Dérangement des installations au Poste de Beugnâtre LGV Nord (13 TGV retardés)']
2019-10-27,tgv,est,
2019-10-27,tgv,atlantique,['Heurts de sangliers à Morcenx et  Messac  (7 TGV retardés)']
2019-10-27,tgv,sudest,
2019-10-27,tgv,ouigo,
2019-10-27,tgv,europe,
2019-10-27,intercites,Paris-Limoges-Toulouse,
2019-10-27,intercites,Paris-Clermont,
2019-10-27,intercites,Bordeaux-Marseille,
2019-10-27,intercites,Nantes-Bordeaux,
2019-10-27,intercites,Nantes-Lyon,
2019-10-27,intercites,Toulouse-Bayonne,"['Incident électrique entre Carbonne et Muret', 'Panne matérielle à Cazères']"
2019-10-27,intercites,Clermont-Béziers,
2019-10-27,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Mises à quai tardives à Paris-St-Lazare', 'Panne matérielle à Cherbourg', 'Affluence voyageurs entre Cherbourg et Lisieux']"
2019-10-27,intercites,Paris-Rouen-Le Havre,"[""Plusieurs pannes de signalisation au Havre, suite à rupture d'un câble électrique"", 'Panne matérielle au Havre']"
2019-10-27,intercites,Paris-Granville,
